TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
JUND,MCF-7,JUND_MCF-7,0.912905322623606,0.996671230803523,32838,923,1
KLF11,HepG2,KLF11_HepG2,0.0618523509969966,1,1376,4201,1
KLF13,HepG2,KLF13_HepG2,0.0740342464462906,1,317,809,1
KLF16,HepG2,KLF16_HepG2,0.0909996561122476,1,7228,14975,1
KLF4,MCF-7,KLF4_MCF-7,0.127582921022234,1,21780,4374,1
KLF6,HepG2,KLF6_HepG2,0.0634669180033394,1,2181,6487,1
KLF9,HepG2,KLF9_HepG2,0.0753187732190212,1,2758,6912,1
KLF9,MCF-7,KLF9_MCF-7,0.0432140336213626,1,34003,20039,1
LBX2,HepG2,LBX2_HepG2,0.0472404192406339,1,9,36,1
MAFF,HeLa-S3,MAFF_HeLa-S3,0.989649843297159,0.605917178930424,17459,552,1
MAFF,HepG2,MAFF_HepG2,1.13228023950929,1.65915199740843e-06,9581,1599,9.0615224473845e-06
MAFG,HepG2,MAFG_HepG2,0.508501008134009,1,1211,450,1
MAFK,H1,MAFK_H1,1.24461409910767,0.000344321915042721,4880,242,0.00174620399771666
MAFK,HeLa-S3,MAFK_HeLa-S3,0.627732438967402,1,18860,940,1
MAFK,HepG2,MAFK_HepG2,0.812989602779045,1,12435,2890,1
MAFK,MCF-7,MAFK_MCF-7,0.905988603179201,0.959959878769746,11263,319,1
MAX,H1,MAX_H1,0.360359726442932,1,5866,1004,1
MAX,HeLa-S3,MAX_HeLa-S3,0.155666029162285,1,7475,1502,1
MAX,HepG2,MAX_HepG2,0.373421705606286,1,9071,4588,1
MAX,MCF-7,MAX_MCF-7,0.0980832685913084,1,6854,1792,1
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0200118177653657,1,4832,7540,1
MAZ,HepG2,MAZ_HepG2,0.0552424570771198,1,10194,34679,1
MAZ,MCF-7,MAZ_MCF-7,0.0264700587392875,1,8176,7902,1
MEF2A,HepG2,MEF2A_HepG2,1.43099740414868,9.47102879655079e-11,2499,330,5.72291952812856e-10
MEF2D,HepG2,MEF2D_HepG2,1.4040540001048,3.09024293886666e-13,3507,472,2.04099766194914e-12
MEIS1,HepG2,MEIS1_HepG2,0.470598519350083,1,523,210,1
MEIS2,HepG2,MEIS2_HepG2,0.443000927212439,1,1674,714,1
MIXL1,HepG2,MIXL1_HepG2,1.01067433046903,0.447153684855442,1642,307,1
MLX,HepG2,MLX_HepG2,0.22412629731739,1,1382,1165,1
MNT,HepG2,MNT_HepG2,0.331271312628431,1,4605,2626,1
MNT,MCF-7,MNT_MCF-7,0.170357483071857,1,9724,1464,1
MNX1,HepG2,MNX1_HepG2,0.556886486718151,0.999999999998519,613,208,1
MSX2,MCF-7,MSX2_MCF-7,0.346413728297962,0.999999334807899,378,28,1
MTF1,HepG2,MTF1_HepG2,0.114757783380889,1,314,517,1
MXI1,H1,MXI1_H1,0.298272621903886,1,609,126,1
MXI1,HeLa-S3,MXI1_HeLa-S3,0.219994201976698,1,2243,319,1
MXI1,HepG2,MXI1_HepG2,0.424380182248076,1,1251,557,1
MYBL2,HepG2,MYBL2_HepG2,0.425029971994829,1,884,393,1
MYC,H1,MYC_H1,0.203817631609392,1,1599,484,1
MYC,HeLa-S3,MYC_HeLa-S3,0.0720409719409407,1,2948,1280,1
MYC,HepG2,MYC_HepG2,0.154966814787508,1,4629,5640,1
MYC,MCF-7,MYC_MCF-7,0.0889991710484841,1,13295,3828,1
NEUROD1,MCF-7,NEUROD1_MCF-7,2.12984089088694,2.27509899907051e-05,1992,24,0.000118320092153908
NFATC3,HepG2,NFATC3_HepG2,0.247602766667555,1,152,116,1
NFE2,HepG2,NFE2_HepG2,0.469038478944312,1,839,338,1
NFE2L1,HepG2,NFE2L1_HepG2,0.120683040299409,1,175,274,1
NFE2L2,HeLa-S3,NFE2L2_HeLa-S3,0.514536828864772,1,5986,364,1
NFE2L2,HepG2,NFE2L2_HepG2,0.720573947784286,0.999999999998775,2330,611,1
NFIA,HepG2,NFIA_HepG2,1.42477558458886,8.48260950376386e-13,3129,415,5.47513886152031e-12
NFIB,HepG2,NFIB_HepG2,0.359244086065222,1,1599,841,1
NFIB,MCF-7,NFIB_MCF-7,0.550233166049209,1,99920,4656,1
NFIC,HepG2,NFIC_HepG2,2.07867154812771,2.24789816522036e-30,2387,217,1.93455478461389e-29
NFIL3,HepG2,NFIL3_HepG2,1.52434684825881,8.96133685679457e-47,9397,1165,1.01800786693186e-45
NFKB2,HepG2,NFKB2_HepG2,0.130306759773436,1,1461,2118,1
NFYA,HeLa-S3,NFYA_HeLa-S3,0.0628188795321432,1,1737,865,1
NFYA,HepG2,NFYA_HepG2,0.102319232390279,1,1952,3603,1
NFYB,HeLa-S3,NFYB_HeLa-S3,0.0785380658506722,1,3882,1546,1
NFYB,HepG2,NFYB_HepG2,0.079960149270775,1,2114,4992,1
NFYC,HepG2,NFYC_HepG2,0.146766472345031,1,3093,3980,1
NKX3-1,HepG2,NKX3-1_HepG2,0.540519597102138,0.999670753371922,123,43,1
NR2C2,HeLa-S3,NR2C2_HeLa-S3,0.19548998455858,1,1637,262,1
NR2C2,HepG2,NR2C2_HepG2,0.342682007355529,1,15896,8757,1
NR2F1,HepG2,NR2F1_HepG2,1.24525549345552,4.23847750766952e-23,14490,2199,3.43922174908041e-22
NR2F2,HepG2,NR2F2_HepG2,2.18838828992851,1.08258770449239e-82,6091,526,1.70808282264355e-81
NR2F2,MCF-7,NR2F2_MCF-7,1.08448489229283,0.0593936663004417,16271,385,0.25557274589887
NR5A1,HepG2,NR5A1_HepG2,1.5684814766794,4.66892825736812e-80,14623,1762,6.97881907943445e-79
NRF1,H1,NRF1_H1,0.0572351171859579,1,2064,2221,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.00667420736037623,1,401,1879,1
NRF1,HepG2,NRF1_HepG2,0.0266917329455411,1,2189,15458,1
NRF1,MCF-7,NRF1_MCF-7,0.00684962772981229,1,1578,5898,1
NRL,HepG2,NRL_HepG2,0.305005146363745,1,615,381,1
ONECUT1,HepG2,ONECUT1_HepG2,1.54966722049843,1.02611738174459e-96,18604,2269,1.82135835259665e-95
